day;temperature_max;temperature_min;humidity;precip_intensity;precip_intensity_max;pressure;visibility;wind_speed
2019-12-01 00:00:00+00:00;8.21;2.8;0.8;0.0026;11;1022.2;10;18.03
2019-12-03 00:00:00+00:00;9.25;2.31;0.86;0.0026;0.0088;1028.1;10;3.62
2019-12-05 00:00:00+00:00;10.59;1.3;0.88;0.0118;0.2122;1020.1;10;13.42
2019-12-07 00:00:00+00:00;11.46;6.84;0.86;0.0057;0.0177;1013.9;9965;15.04
2019-12-09 00:00:00+00:00;10.09;3.6;0.75;0.0124;0.0731;1010.7;9929;22.1
2019-12-11 00:00:00+00:00;9.09;3.87;0.84;0.0367;0.2321;1006;10;14.9
2019-12-13 00:00:00+00:00;9;5.86;0.84;0.2483;1.5289;981.7;9161;24
2019-12-15 00:00:00+00:00;9.61;6.16;0.83;0.2219;1.4215;997.5;7518;25.36
2019-12-17 00:00:00+00:00;8.35;6.35;0.94;0.2371;0.7706;1001;9858;8.59
2019-12-19 00:00:00+00:00;12.47;9.71;0.91;0.5113;1.1578;997.3;9125;23.83
2019-12-21 00:00:00+00:00;10.61;8.47;0.91;0.6032;2.2462;980.2;8766;20.64
2019-12-23 00:00:00+00:00;10.75;7.17;0.87;0.0108;0.1126;1008.5;10;16.79
2019-12-25 00:00:00+00:00;8.55;4.3;0.86;0.0014;0.0098;1024.2;10;7.55
2019-12-27 00:00:00+00:00;9.56;4.64;0.93;0.0069;0.1352;1029.3;10;6.39
